judet,tip,localitate,n_locuinte,n_pad,coverage_rate,predicted_coverage_rate,current_premium_eur,opportunity_eur,addressable_market_eur,tsi_actual,tsi_predicted,pred_lower,pred_upper,accumulation_index
Caras-Severin,3. COMUNA,EFTIMIE MURGU,636,76,0.1195,0.0978,1520.0000,0.0000,12720.0000,1520000.0000,1243610.5935,0.0876,0.1156,242161.5439
Caras-Severin,3. COMUNA,RUSCA MONTANA,1163,372,0.3199,0.2103,7440.0000,0.0000,23260.0000,7440000.0000,4891242.7596,0.2012,0.3101,952445.1659
Caras-Severin,3. COMUNA,SASCA MONTANA,1328,219,0.1649,0.1355,4380.0000,0.0000,26560.0000,4380000.0000,3598718.2790,0.1221,0.1616,700758.8862
Caras-Severin,3. COMUNA,SICHEVITA,1157,167,0.1443,0.1219,3340.0000,0.0000,23140.0000,3340000.0000,2821247.0798,0.0987,0.1417,549366.1376
Dambovita,3. COMUNA,IEDERA,1502,220,0.1465,0.1351,4400.0000,0.0000,30040.0000,4400000.0000,4058530.2734,0.1347,0.1560,3907553.0434
Dambovita,3. COMUNA,BRANESTI,1596,340,0.2130,0.1197,6800.0000,0.0000,31920.0000,6800000.0000,3819404.1537,0.1147,0.1972,3677322.4097
Dambovita,3. COMUNA,SALCIOARA,1779,405,0.2277,0.1196,8100.0000,0.0000,35580.0000,8100000.0000,4255375.8457,0.0917,0.2113,4097075.9650
Dambovita,3. COMUNA,COBIA,1382,187,0.1353,0.0981,3740.0000,0.0000,27640.0000,3740000.0000,2711514.4499,0.0969,0.1279,2610646.1766
Dambovita,2. ORAS,FIENI,3066,592,0.1931,0.1680,11840.0000,0.0000,61320.0000,11840000.0000,10302280.9103,0.1523,0.2005,9919036.3045
Dambovita,2. ORAS,GAESTI,5955,1474,0.2475,0.2457,29480.0000,0.0000,119100.0000,29480000.0000,29262795.4872,0.2060,0.2538,28174220.1883
Dambovita,2. ORAS,PUCIOASA,6085,1466,0.2409,0.1950,29320.0000,0.0000,121700.0000,29320000.0000,23732674.9415,0.1792,0.2404,22849819.9959
Dambovita,2. ORAS,RACARI,3057,481,0.1573,0.1340,9620.0000,0.0000,61140.0000,9620000.0000,8191450.3823,0.1222,0.1569,7886728.6221
Dambovita,3. COMUNA,ANINOASA,2688,801,0.2980,0.2079,16020.0000,0.0000,53760.0000,16020000.0000,11177862.5752,0.1661,0.2941,10762046.3522
Dambovita,3. COMUNA,DOICESTI,1864,305,0.1636,0.1481,6100.0000,0.0000,37280.0000,6100000.0000,5522317.4899,0.1370,0.1687,5316887.4101
Dambovita,3. COMUNA,RAZVAD,3690,1020,0.2764,0.1977,20400.0000,0.0000,73800.0000,20400000.0000,14586623.2276,0.1646,0.2639,14044001.1891
Dambovita,3. COMUNA,SOTANGA,2368,357,0.1508,0.1349,7140.0000,0.0000,47360.0000,7140000.0000,6389769.8732,0.1305,0.1577,6152070.5853
Dambovita,3. COMUNA,ULMI,2070,479,0.2314,0.1133,9580.0000,0.0000,41400.0000,9580000.0000,4691995.0538,0.0950,0.1886,4517452.9489
Dambovita,3. COMUNA,MOTAIENI,1002,151,0.1507,0.1388,3020.0000,0.0000,20040.0000,3020000.0000,2781511.7883,0.1313,0.1551,2678039.6156
Dambovita,3. COMUNA,GURA FOII,986,138,0.1400,0.0959,2760.0000,0.0000,19720.0000,2760000.0000,1891763.0794,0.0927,0.1332,1821389.5377
Caras-Severin,3. COMUNA,MEHADIA,1855,302,0.1628,0.1401,6040.0000,0.0000,37100.0000,6040000.0000,5197773.6223,0.1272,0.1653,1012134.2578
Dambovita,3. COMUNA,BILCIURESTI,975,126,0.1292,0.1186,2520.0000,0.0000,19500.0000,2520000.0000,2311976.7001,0.1081,0.1317,2225971.2216
Dambovita,3. COMUNA,SELARU,1837,204,0.1111,0.0918,4080.0000,0.0000,36740.0000,4080000.0000,3372818.7637,0.0791,0.1084,3247349.9856
Dambovita,3. COMUNA,ULIESTI,1810,162,0.0895,0.0860,3240.0000,0.0000,36200.0000,3240000.0000,3113607.0331,0.0810,0.0978,2997780.9252
Dambovita,3. COMUNA,VALEA MARE,1164,145,0.1246,0.0915,2900.0000,0.0000,23280.0000,2900000.0000,2130294.7423,0.0892,0.1202,2051047.8284
Dambovita,3. COMUNA,VACARESTI,1822,243,0.1334,0.1101,4860.0000,0.0000,36440.0000,4860000.0000,4010253.9338,0.1110,0.1322,3861072.5825
Dambovita,3. COMUNA,VALENI-DAMBOVITA,1582,222,0.1403,0.1304,4440.0000,0.0000,31640.0000,4440000.0000,4124288.5826,0.1226,0.1478,3970865.1450
Dambovita,3. COMUNA,VISINESTI,1209,231,0.1911,0.1478,4620.0000,0.0000,24180.0000,4620000.0000,3573764.5756,0.1317,0.1761,3440820.6181
Dambovita,3. COMUNA,VOINESTI,2639,423,0.1603,0.1534,8460.0000,0.0000,52780.0000,8460000.0000,8094718.7742,0.1393,0.1695,7793595.4276
Dambovita,3. COMUNA,BREZOAELE,1559,203,0.1302,0.1112,4060.0000,0.0000,31180.0000,4060000.0000,3467205.4891,0.1013,0.1286,3338225.5270
Dambovita,3. COMUNA,BUTIMANU,1207,185,0.1533,0.1111,3700.0000,0.0000,24140.0000,3700000.0000,2682915.4308,0.1072,0.1424,2583111.0403
Caras-Severin,3. COMUNA,BOZOVICI,1340,196,0.1463,0.1356,3920.0000,0.0000,26800.0000,3920000.0000,3634627.1796,0.1307,0.1578,707751.2316
Caras-Severin,3. COMUNA,GLIMBOCA,629,206,0.3275,0.2210,4120.0000,0.0000,12580.0000,4120000.0000,2779905.7835,0.2130,0.3164,541315.9713
Caras-Severin,3. COMUNA,GORUIA,512,112,0.2188,0.1750,2240.0000,0.0000,10240.0000,2240000.0000,1791588.3620,0.1826,0.2534,348866.2817
Caras-Severin,3. COMUNA,GRADINARI,717,135,0.1883,0.1550,2700.0000,0.0000,14340.0000,2700000.0000,2222062.4584,0.1436,0.1939,432690.1671
Dambovita,3. COMUNA,GURA OCNITEI,2815,636,0.2259,0.1476,12720.0000,0.0000,56300.0000,12720000.0000,8311188.5276,0.1399,0.2184,8002012.5113
Caras-Severin,3. COMUNA,LUPAC,818,135,0.1650,0.1640,2700.0000,0.0000,16360.0000,2700000.0000,2682394.0391,0.1570,0.1860,522328.0383
Caras-Severin,3. COMUNA,MARGA,454,183,0.4031,0.2014,3660.0000,0.0000,9080.0000,3660000.0000,1829109.1763,0.1789,0.3512,356172.5063
Dambovita,3. COMUNA,MATASARU,1901,200,0.1052,0.1026,4000.0000,0.0000,38020.0000,4000000.0000,3901989.8903,0.0891,0.1084,3756835.9589
Dambovita,3. COMUNA,MOGOSANI,1542,189,0.1226,0.1065,3780.0000,0.0000,30840.0000,3780000.0000,3283140.0050,0.0991,0.1204,3161007.2746
Dambovita,3. COMUNA,ODOBESTI,2076,260,0.1252,0.1152,5200.0000,0.0000,41520.0000,5200000.0000,4782303.7383,0.1046,0.1285,4604402.1525
Dambovita,3. COMUNA,PIETROSITA,1625,262,0.1612,0.1494,5240.0000,0.0000,32500.0000,5240000.0000,4856078.3955,0.1450,0.1684,4675432.3942
Dambovita,3. COMUNA,POIANA,1390,162,0.1165,0.1018,3240.0000,0.0000,27800.0000,3240000.0000,2831225.1579,0.0922,0.1161,2725903.6491
Dambovita,3. COMUNA,COMISANI,1975,303,0.1534,0.1202,6060.0000,0.0000,39500.0000,6060000.0000,4749467.9319,0.1185,0.1519,4572787.8373
Dambovita,3. COMUNA,CONTESTI,2308,237,0.1027,0.0914,4740.0000,0.0000,46160.0000,4740000.0000,4217207.4076,0.0826,0.1052,4060327.3920
Dambovita,3. COMUNA,CORNATELU,1147,163,0.1421,0.1270,3260.0000,0.0000,22940.0000,3260000.0000,2914481.0631,0.1154,0.1440,2806062.4366
Dambovita,3. COMUNA,COSTESTII DIN VALE,1194,134,0.1122,0.1033,2680.0000,0.0000,23880.0000,2680000.0000,2466246.7563,0.0951,0.1150,2374502.4354
Dambovita,3. COMUNA,CRANGURILE,1500,166,0.1107,0.0979,3320.0000,0.0000,30000.0000,3320000.0000,2936629.7531,0.0836,0.1113,2827387.1958
Dambovita,3. COMUNA,DARMANESTI,1998,286,0.1431,0.1375,5720.0000,0.0000,39960.0000,5720000.0000,5495217.3076,0.1280,0.1532,5290795.3539
Dambovita,3. COMUNA,DRAGODANA,2433,296,0.1217,0.1014,5920.0000,0.0000,48660.0000,5920000.0000,4933728.0361,0.0998,0.1239,4750193.4701
Caras-Severin,3. COMUNA,LAPUSNICEL,601,65,0.1082,0.0948,1300.0000,0.0000,12020.0000,1300000.0000,1139568.4462,0.0855,0.1060,221901.9810
Mures,3. COMUNA,GREBENISU DE CAMPIE,592,173,0.2922,0.2067,3460.0000,0.0000,11840.0000,3460000.0000,2447171.4257,0.1925,0.2711,660405.4378
Mures,3. COMUNA,HODOSA,688,112,0.1628,0.1413,2240.0000,0.0000,13760.0000,2240000.0000,1943616.3735,0.1367,0.1647,524513.6522
Mures,3. COMUNA,IBANESTI,1924,470,0.2443,0.2177,9400.0000,0.0000,38480.0000,9400000.0000,8377445.0209,0.2129,0.2567,2260777.5608
Mures,3. COMUNA,IDECIU DE JOS,787,186,0.2363,0.2079,3720.0000,0.0000,15740.0000,3720000.0000,3272985.0048,0.1993,0.2337,883263.4577
Mures,3. COMUNA,LIVEZENI,1933,846,0.4377,0.2129,16920.0000,0.0000,38660.0000,16920000.0000,8230887.6109,0.1693,0.3891,2221226.8741
Mures,3. COMUNA,LUNCA BRADULUI,1501,336,0.2239,0.2164,6720.0000,0.0000,30020.0000,6720000.0000,6495480.5258,0.2072,0.2622,1752901.5807
Mures,3. COMUNA,NADES,914,156,0.1707,0.1594,3120.0000,0.0000,18280.0000,3120000.0000,2914595.8230,0.1442,0.1826,786546.8313
Bistrita-Nasaud,3. COMUNA,PRUNDU BARGAULUI,2449,568,0.2319,0.2295,11360.0000,0.0000,48980.0000,11360000.0000,11239233.1213,0.2195,0.2723,1435177.5845
Bistrita-Nasaud,3. COMUNA,REBRA,850,112,0.1318,0.1258,2240.0000,0.0000,17000.0000,2240000.0000,2138355.2304,0.1189,0.1410,273054.1720
Bistrita-Nasaud,3. COMUNA,RODNA,2145,527,0.2457,0.2035,10540.0000,0.0000,42900.0000,10540000.0000,8728229.6284,0.1939,0.2475,1114538.6326
Bistrita-Nasaud,3. COMUNA,SILIVASU DE CAMPIE,490,40,0.0816,0.0738,800.0000,0.0000,9800.0000,800000.0000,723591.3872,0.0664,0.0884,92397.9535
Bistrita-Nasaud,3. COMUNA,SIEU,969,299,0.3086,0.2167,5980.0000,0.0000,19380.0000,5980000.0000,4198693.3655,0.1826,0.2819,536146.0642
Bistrita-Nasaud,3. COMUNA,SIEU-MAGHERUS,1528,352,0.2304,0.2162,7040.0000,0.0000,30560.0000,7040000.0000,6606596.2663,0.2062,0.2443,843619.7353
Hunedoara,2. ORAS,HATEG,4738,1038,0.2191,0.2100,20760.0000,0.0000,94760.0000,20760000.0000,19896572.1577,0.1984,0.2380,1640176.5240
Mures,3. COMUNA,CUCI,841,162,0.1926,0.1855,3240.0000,0.0000,16820.0000,3240000.0000,3119966.3956,0.1606,0.1930,841969.1207
Mures,3. COMUNA,DEDA,1486,460,0.3096,0.2384,9200.0000,0.0000,29720.0000,9200000.0000,7084844.5501,0.2315,0.3021,1911950.1878
Mures,3. COMUNA,BATOS,1376,295,0.2144,0.2037,5900.0000,0.0000,27520.0000,5900000.0000,5605669.5539,0.1864,0.2300,1512772.9170
Mures,3. COMUNA,BAGACIU,941,230,0.2444,0.2163,4600.0000,0.0000,18820.0000,4600000.0000,4070451.6514,0.2077,0.2587,1098471.6382
Mures,3. COMUNA,BICHIS,498,52,0.1044,0.0957,1040.0000,0.0000,9960.0000,1040000.0000,953120.5302,0.0918,0.1132,257213.6853
Mures,3. COMUNA,BOGATA,762,114,0.1496,0.1481,2280.0000,0.0000,15240.0000,2280000.0000,2256533.6967,0.1391,0.1600,608959.0244
Mures,3. COMUNA,CEUASU DE CAMPIE,2241,414,0.1847,0.1813,8280.0000,0.0000,44820.0000,8280000.0000,8127961.9227,0.1660,0.1933,2193450.8534
Mures,3. COMUNA,CHIHERU DE JOS,809,127,0.1570,0.1549,2540.0000,0.0000,16180.0000,2540000.0000,2505853.0317,0.1412,0.1627,676241.5379
Mures,3. COMUNA,COROISANMARTIN,643,88,0.1369,0.1351,1760.0000,0.0000,12860.0000,1760000.0000,1737531.9391,0.1313,0.1522,468898.7167
Bistrita-Nasaud,3. COMUNA,NIMIGEA,2106,575,0.2730,0.2136,11500.0000,0.0000,42120.0000,11500000.0000,8998284.3754,0.2153,0.2669,1149022.8822
Bistrita-Nasaud,3. COMUNA,SIEUT,719,153,0.2128,0.1815,3060.0000,0.0000,14380.0000,3060000.0000,2609621.6182,0.1483,0.2037,333231.8504
Bistrita-Nasaud,3. COMUNA,SINTEREAG,1389,351,0.2527,0.2380,7020.0000,0.0000,27780.0000,7020000.0000,6611318.3824,0.2141,0.2597,844222.7191
Bistrita-Nasaud,3. COMUNA,TIHA BARGAULUI,2621,549,0.2095,0.1968,10980.0000,0.0000,52420.0000,10980000.0000,10314981.3603,0.1874,0.2288,1317156.5954
Mures,3. COMUNA,CRAIESTI,439,50,0.1139,0.1031,1000.0000,0.0000,8780.0000,1000000.0000,905388.2766,0.0934,0.1160,244332.4300
Bistrita-Nasaud,1. MUNICIPIU,BISTRITA,40333,13709,0.3399,0.2887,274180.0000,0.0000,806660.0000,274180000.0000,232916566.3650,0.2760,0.3460,29741943.3776
Bistrita-Nasaud,2. ORAS,BECLEAN,4751,1215,0.2557,0.2327,24300.0000,0.0000,95020.0000,24300000.0000,22113572.0496,0.2228,0.2600,2823760.5338
Bistrita-Nasaud,2. ORAS,NASAUD,4310,885,0.2053,0.2053,17700.0000,0.0000,86200.0000,17700000.0000,17693639.0076,0.1951,0.2275,2259363.5898
Bistrita-Nasaud,3. COMUNA,BISTRITA BARGAULUI,2083,478,0.2295,0.2125,9560.0000,0.0000,41660.0000,9560000.0000,8854583.1269,0.2085,0.2499,1130673.1595
Bistrita-Nasaud,3. COMUNA,BUDACU DE JOS,1251,382,0.3054,0.2233,7640.0000,0.0000,25020.0000,7640000.0000,5586298.8477,0.2099,0.2858,713334.3352
Bistrita-Nasaud,3. COMUNA,CETATE,928,272,0.2931,0.1990,5440.0000,0.0000,18560.0000,5440000.0000,3693457.5671,0.1842,0.2677,471630.7111
Bistrita-Nasaud,3. COMUNA,CHIUZA,948,275,0.2901,0.1936,5500.0000,0.0000,18960.0000,5500000.0000,3670862.0030,0.1802,0.2729,468745.4033
Neamt,2. ORAS,BICAZ,3546,720,0.2030,0.1584,14400.0000,0.0000,70920.0000,14400000.0000,11233621.0525,0.1537,0.2072,3741245.6343
Neamt,2. ORAS,TARGU NEAMT,8509,1770,0.2080,0.1967,35400.0000,0.0000,170180.0000,35400000.0000,33466020.9310,0.1912,0.2392,11145525.0379
Bistrita-Nasaud,3. COMUNA,JOSENII BARGAULUI,1807,420,0.2324,0.2201,8400.0000,0.0000,36140.0000,8400000.0000,7954246.0828,0.2064,0.2447,1015705.9255
Bistrita-Nasaud,3. COMUNA,LESU,1015,120,0.1182,0.1153,2400.0000,0.0000,20300.0000,2400000.0000,2340890.1817,0.1038,0.1261,298916.5791
Bistrita-Nasaud,3. COMUNA,LIVEZILE,1578,350,0.2218,0.2195,7000.0000,0.0000,31560.0000,7000000.0000,6926600.7682,0.2029,0.2307,884482.2464
Bistrita-Nasaud,3. COMUNA,MAGURA ILVEI,726,97,0.1336,0.1186,1940.0000,0.0000,14520.0000,1940000.0000,1721575.7927,0.1182,0.1407,219834.1258
Mures,3. COMUNA,GHEORGHE DOJA,985,219,0.2223,0.2126,4380.0000,0.0000,19700.0000,4380000.0000,4188646.5875,0.1868,0.2390,1130368.2915
Bistrita-Nasaud,3. COMUNA,MONOR,618,143,0.2314,0.1601,2860.0000,0.0000,12360.0000,2860000.0000,1978628.3018,0.1397,0.2218,252658.0734
Mures,3. COMUNA,SINCAI,674,61,0.0905,0.0893,1220.0000,0.0000,13480.0000,1220000.0000,1204331.6456,0.0835,0.0989,325006.7238
Mures,3. COMUNA,VETCA,505,75,0.1485,0.1472,1500.0000,0.0000,10100.0000,1500000.0000,1486478.4307,0.1370,0.1623,401148.2107
Mures,3. COMUNA,PAPIU ILARIAN,362,71,0.1961,0.1457,1420.0000,0.0000,7240.0000,1420000.0000,1055181.1151,0.1408,0.1937,284756.2451
Mures,3. COMUNA,POGACEAUA,747,128,0.1714,0.1562,2560.0000,0.0000,14940.0000,2560000.0000,2333547.9801,0.1421,0.1725,629742.4689
Mures,3. COMUNA,RASTOLITA,833,235,0.2821,0.2184,4700.0000,0.0000,16660.0000,4700000.0000,3639305.3051,0.2163,0.2723,982120.4138
Mures,3. COMUNA,RUSII-MUNTI,868,209,0.2408,0.2122,4180.0000,0.0000,17360.0000,4180000.0000,3684501.0917,0.2036,0.2428,994317.1660
Mures,3. COMUNA,SOLOVASTRU,1102,279,0.2532,0.2364,5580.0000,0.0000,22040.0000,5580000.0000,5209427.3827,0.2252,0.2735,1405841.1010
Mures,3. COMUNA,STANCENI,852,173,0.2031,0.1951,3460.0000,0.0000,17040.0000,3460000.0000,3325103.1832,0.1781,0.2062,897328.3197
Mures,3. COMUNA,SUSENI,778,184,0.2365,0.2188,3680.0000,0.0000,15560.0000,3680000.0000,3403813.4099,0.1884,0.2379,918569.4396
Mures,3. COMUNA,SAULIA,856,203,0.2371,0.1979,4060.0000,0.0000,17120.0000,4060000.0000,3388781.6542,0.1751,0.2414,914512.8978
Mures,3. COMUNA,FARAGAU,703,140,0.1991,0.1683,2800.0000,0.0000,14060.0000,2800000.0000,2366093.7365,0.1608,0.1974,638525.4231
Mures,3. COMUNA,FANTANELE,2019,718,0.3556,0.2462,14360.0000,0.0000,40380.0000,14360000.0000,9940525.0310,0.2174,0.3198,2682597.8418
Bistrita-Nasaud,3. COMUNA,MARISELU,987,238,0.2411,0.1963,4760.0000,0.0000,19740.0000,4760000.0000,3875773.2244,0.1806,0.2422,494911.2448
Mehedinti,3. COMUNA,DUBOVA,621,137,0.2206,0.1609,2740.0000,0.0000,12420.0000,2740000.0000,1998927.1674,0.1273,0.2331,671743.2974
Mehedinti,3. COMUNA,GARLA MARE,1175,51,0.0434,0.0432,1020.0000,0.0000,23500.0000,1020000.0000,1014405.3159,0.0349,0.0469,340892.8464
Mehedinti,3. COMUNA,GOGOSU,2265,368,0.1625,0.0847,7360.0000,0.0000,45300.0000,7360000.0000,3837015.8564,0.0775,0.1414,1289436.5167
Mehedinti,3. COMUNA,GRECI,776,41,0.0528,0.0470,820.0000,0.0000,15520.0000,820000.0000,729319.4838,0.0449,0.0545,245089.2073
Mehedinti,3. COMUNA,GRUIA,1197,88,0.0735,0.0612,1760.0000,0.0000,23940.0000,1760000.0000,1464739.8100,0.0612,0.0781,492228.6144
Mehedinti,3. COMUNA,HINOVA,1506,220,0.1461,0.0878,4400.0000,0.0000,30120.0000,4400000.0000,2645306.3486,0.0716,0.1308,888960.2575
Mehedinti,3. COMUNA,ESELNITA,1156,451,0.3901,0.1400,9020.0000,0.0000,23120.0000,9020000.0000,3236178.0287,0.1092,0.3384,1087523.8156
Mehedinti,3. COMUNA,ILOVITA,612,76,0.1242,0.1083,1520.0000,0.0000,12240.0000,1520000.0000,1326193.5042,0.1045,0.1547,445669.8634
Mehedinti,3. COMUNA,IZVORU BARZII,1659,201,0.1212,0.1050,4020.0000,0.0000,33180.0000,4020000.0000,3483825.8159,0.0978,0.1230,1170746.3281
Botosani,2. ORAS,SAVENI,3111,328,0.1054,0.0796,6560.0000,0.0000,62220.0000,6560000.0000,4952625.0207,0.0693,0.1086,1102010.2908
Botosani,2. ORAS,BUCECEA,2172,275,0.1266,0.1172,5500.0000,0.0000,43440.0000,5500000.0000,5090977.6552,0.0996,0.1322,1132795.1829
Mehedinti,3. COMUNA,BALACITA,1528,118,0.0772,0.0644,2360.0000,0.0000,30560.0000,2360000.0000,1967651.5115,0.0570,0.0759,661233.0535
Mehedinti,3. COMUNA,BREZNITA-OCOL,1661,145,0.0873,0.0839,2900.0000,0.0000,33220.0000,2900000.0000,2785910.1172,0.0813,0.1052,936210.4228
Bistrita-Nasaud,3. COMUNA,DUMITRITA,1188,313,0.2635,0.2110,6260.0000,0.0000,23760.0000,6260000.0000,5013540.2484,0.2042,0.2664,640196.7559
Mehedinti,3. COMUNA,BURILA MARE,1708,193,0.1130,0.0967,3860.0000,0.0000,34160.0000,3860000.0000,3303437.4367,0.0915,0.1212,1110126.4683
Mehedinti,3. COMUNA,BUTOIESTI,1568,114,0.0727,0.0649,2280.0000,0.0000,31360.0000,2280000.0000,2033738.5190,0.0583,0.0720,683441.7188
Mehedinti,3. COMUNA,CIRESU,528,57,0.1080,0.0997,1140.0000,0.0000,10560.0000,1140000.0000,1053107.9246,0.0994,0.1286,353898.9321
Mehedinti,3. COMUNA,CORCOVA,2306,238,0.1032,0.0726,4760.0000,0.0000,46120.0000,4760000.0000,3349520.4681,0.0673,0.1012,1125612.7591
Mehedinti,3. COMUNA,CUJMIR,1320,95,0.0720,0.0694,1900.0000,0.0000,26400.0000,1900000.0000,1832694.4951,0.0593,0.0729,615880.4900
Mehedinti,3. COMUNA,DEVESEL,2064,234,0.1134,0.0947,4680.0000,0.0000,41280.0000,4680000.0000,3911002.7666,0.0881,0.1168,1314299.9593
Mehedinti,3. COMUNA,DARVARI,1264,74,0.0585,0.0537,1480.0000,0.0000,25280.0000,1480000.0000,1358754.0340,0.0481,0.0591,456611.8917
Mehedinti,3. COMUNA,DUMBRAVA,1182,71,0.0601,0.0592,1420.0000,0.0000,23640.0000,1420000.0000,1398835.4269,0.0516,0.0632,470081.3204
Mehedinti,3. COMUNA,FLORESTI,1135,112,0.0987,0.0807,2240.0000,0.0000,22700.0000,2240000.0000,1831850.0970,0.0714,0.0964,615596.7284
Maramures,3. COMUNA,SALSIG,573,99,0.1728,0.1541,1980.0000,0.0000,11460.0000,1980000.0000,1765930.6906,0.1422,0.1681,0.0000
Maramures,3. COMUNA,SAPANTA,1300,194,0.1492,0.1317,3880.0000,0.0000,26000.0000,3880000.0000,3424616.6013,0.1186,0.1514,0.0000
Maramures,3. COMUNA,VALEA CHIOARULUI,899,168,0.1869,0.1763,3360.0000,0.0000,17980.0000,3360000.0000,3169013.5635,0.1554,0.1845,0.0000
Maramures,3. COMUNA,VIMA MICA,632,134,0.2120,0.1592,2680.0000,0.0000,12640.0000,2680000.0000,2011981.3206,0.1472,0.2036,0.0000
Mehedinti,3. COMUNA,BROSTENI,1243,127,0.1022,0.0813,2540.0000,0.0000,24860.0000,2540000.0000,2021633.9036,0.0720,0.1008,679373.9396
Bistrita-Nasaud,3. COMUNA,POIANA ILVEI,564,70,0.1241,0.1177,1400.0000,0.0000,11280.0000,1400000.0000,1327626.1055,0.1099,0.1308,169529.2914
Bistrita-Nasaud,3. COMUNA,CICEU-MIHAIESTI,595,77,0.1294,0.1129,1540.0000,0.0000,11900.0000,1540000.0000,1343119.5014,0.1107,0.1364,171507.6982
Mures,2. ORAS,IERNUT,3783,810,0.2141,0.2015,16200.0000,0.0000,75660.0000,16200000.0000,15247140.9757,0.1871,0.2201,4114666.7151
Mures,2. ORAS,SANGEORGIU DE PADURE,1964,485,0.2469,0.2282,9700.0000,0.0000,39280.0000,9700000.0000,8963372.7628,0.2295,0.2712,2418898.8362
Mures,3. COMUNA,CRISTESTI,2087,550,0.2635,0.2506,11000.0000,0.0000,41740.0000,11000000.0000,10461916.7030,0.2395,0.3045,2823303.1034
Mures,3. COMUNA,SANCRAIU DE MURES,4451,1847,0.4150,0.3688,36940.0000,0.0000,89020.0000,36940000.0000,32826982.7434,0.3067,0.4270,8858847.2728
Mures,3. COMUNA,SANGEORGIU DE MURES,4066,1419,0.3490,0.2788,28380.0000,0.0000,81320.0000,28380000.0000,22671031.4427,0.2394,0.3467,6118113.4629
Mures,3. COMUNA,SANTANA DE MURES,2378,795,0.3343,0.2824,15900.0000,0.0000,47560.0000,15900000.0000,13431997.5386,0.2644,0.3410,3624823.3867
Mures,3. COMUNA,ALBESTI,2436,493,0.2024,0.1987,9860.0000,0.0000,48720.0000,9860000.0000,9682351.7302,0.1875,0.2178,2612925.9545
Mehedinti,3. COMUNA,PRISTOL,838,62,0.0740,0.0705,1240.0000,0.0000,16760.0000,1240000.0000,1182324.0530,0.0625,0.0805,397322.2591
Mehedinti,3. COMUNA,PUNGHINA,1213,64,0.0528,0.0508,1280.0000,0.0000,24260.0000,1280000.0000,1232763.0366,0.0474,0.0564,414272.3760
Mehedinti,3. COMUNA,ROGOVA,791,69,0.0872,0.0749,1380.0000,0.0000,15820.0000,1380000.0000,1184499.2104,0.0698,0.0872,398053.2250
Mehedinti,3. COMUNA,SALCIA,1231,108,0.0877,0.0681,2160.0000,0.0000,24620.0000,2160000.0000,1676178.1637,0.0629,0.0856,563282.8775
Mehedinti,3. COMUNA,OBARSIA DE CAMP,1039,68,0.0654,0.0602,1360.0000,0.0000,20780.0000,1360000.0000,1251710.5618,0.0551,0.0660,420639.7281
Mehedinti,3. COMUNA,SOVARNA,770,83,0.1078,0.0800,1660.0000,0.0000,15400.0000,1660000.0000,1232519.7693,0.0700,0.1035,414190.6256
Mehedinti,3. COMUNA,VANJULET,867,68,0.0784,0.0714,1360.0000,0.0000,17340.0000,1360000.0000,1238299.5887,0.0673,0.0812,416132.9450
BUCURESTI,1. MUNICIPIU,BUCURESTI,1063983,442608,0.4160,0.2914,8852160.0000,0.0000,21279660.0000,8852160000.0000,6201775813.2585,0.2979,0.4097,0.0000
Mures,1. MUNICIPIU,SIGHISOARA,13238,4414,0.3334,0.2932,88280.0000,0.0000,264760.0000,88280000.0000,77633534.8545,0.2748,0.3345,20950558.6884
Mures,1. MUNICIPIU,REGHIN,13229,3767,0.2848,0.2796,75340.0000,0.0000,264580.0000,75340000.0000,73979034.5108,0.2507,0.3047,19964337.6684
Mures,2. ORAS,LUDUS,6556,1568,0.2392,0.2063,31360.0000,0.0000,131120.0000,31360000.0000,27050819.8499,0.2028,0.2381,7300064.2042
Botosani,2. ORAS,STEFANESTI,2465,216,0.0876,0.0761,4320.0000,0.0000,49300.0000,4320000.0000,3754106.9806,0.0685,0.0936,835327.6309
Botosani,3. COMUNA,CURTESTI,2901,571,0.1968,0.0998,11420.0000,0.0000,58020.0000,11420000.0000,5793083.7764,0.0842,0.1813,1289021.0565
Botosani,3. COMUNA,STAUCENI,1304,201,0.1541,0.0981,4020.0000,0.0000,26080.0000,4020000.0000,2558311.5998,0.0867,0.1369,569250.7909
Botosani,3. COMUNA,ALBESTI,2157,159,0.0737,0.0690,3180.0000,0.0000,43140.0000,3180000.0000,2977136.5195,0.0602,0.0916,662443.6673
Botosani,3. COMUNA,AVRAMENI,1573,74,0.0470,0.0453,1480.0000,0.0000,31460.0000,1480000.0000,1426610.2037,0.0368,0.0491,317435.5254
Botosani,3. COMUNA,BROSCAUTI,1466,162,0.1105,0.0883,3240.0000,0.0000,29320.0000,3240000.0000,2590416.0389,0.0819,0.1124,576394.3606
Botosani,3. COMUNA,CALARASI,1611,116,0.0720,0.0619,2320.0000,0.0000,32220.0000,2320000.0000,1995560.6911,0.0605,0.0774,444032.8933
Botosani,3. COMUNA,CONCESTI,922,104,0.1128,0.0841,2080.0000,0.0000,18440.0000,2080000.0000,1550502.9758,0.0672,0.1056,345002.9485
Mehedinti,3. COMUNA,SVINITA,426,135,0.3169,0.1575,2700.0000,0.0000,8520.0000,2700000.0000,1341847.5231,0.1591,0.3215,450930.4264
